Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,y
,0.0,0.0,,,,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,0.0,,,5.480453,,,,,,,,,,,0.0,,,,,6,,0.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-3503976.0,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,16.14,,,,_v2TmBftjz,RO12,,taul,1K8T,0Xwj,jZFYKbP,r83_sZi,,,3Lti,HLqf,4N0K,VpdQ,,DHn_WUyBhW_whjA88g9bvA64_,sBgB,,uKAI,L84s,CrNX,,,,NGZ_12K,h20l,cJvF,FzaX,GCMH5n9,d0EEeJi,vR54up8,LM8l689qOp,,,Qu4f,02N6s8f,F2FyR07IdsN7I,,,0
,,,,,469.0,0.0,,,,,,0.0,,,,,,,,296.0,370.0,,6.0,72.0,,,255.28,,,,,,,0.0,,,5031126.0,,,,,,0.0,,,,,,,,,,,,,1.5768,,,,,,,,9.0,,,,,,,3.0,16,0.0,,2988248.0,,0.0,,,102783.6,,35.0,,10.0,,,,,,,,,0.0,,,,,,,,,,,,,,,88.0,,,128.0,-78898.4,,,,,,795.0,,,,114.0,,0.0,4.0,,,,,,0.0,2254615.0,631574.0,,,,,,0.0,,,0.0,0.0,,,,,353493.0,,,,9346960.0,,,,,,,36.0,,,593094.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,m9SvyxLkBI,RO12,,taul,1K8T,Xa_z,T2e7I6V,AnFl2Mwxzd,,,2fsT,9_Y1,FbIm,VpdQ,IYzP,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,NhsEn4L,,,,NGZxnJM,srTh,cJvF,FzaX,ACmTklq,oslk,rDbG_aX,LM8l689qOp,,,xb3V,ZI9m,F2FyR07IdsN7I,,,0
,,,,,861.0,7.0,,,,,,2852.0,,,,,,,,124.0,155.0,,2.0,64.0,,,253.52,,,,,,,0.0,,,4618806.0,,,,,,0.0,,,,,,,,,,,,,5.132023,,,,,,,,9.0,,,,,,,,114,406.0,,1382400.0,,0.0,,,208154.7,,25.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,16.0,82003.6,,,,,,480.0,,,,54.0,,1593.0,,,,,,,0.0,1495625.0,1382400.0,,,,,,465.0,,,0.0,18.0,,,,,604800.0,,,,10417720.0,,,,,,,8.0,,,1498296.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,360.0,,,8I1q9ayE15,2Knk1KF,,taul,1K8T,0Xwj,qE40PWj,ucv74dYNu2mvk,Ipi4lBq,,uyuI,HLqf,AKLO,09_Q,kxE9,me75fM6ugJ,sBgB,,uKAI,L84s,XfqtO3UdzaXh_,,Si9Goow,,XTbPUYD,V7HS,cJvF,OFWH,V8hoI0_,oslk,3z2CBw5,jySVZNlOJy,,ELof,TNEC,RAYp,55YFVY9,mj86,,0
,,,,,154.0,0.0,,,,,,0.0,,,,,,,,20.0,25.0,,0.0,16.0,,,186.64,,,,,,,5.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,6.779962,,,,,,,,18.0,,,,,,,6.0,20,0.0,,0.0,,0.0,,,364038.0,,0.0,,0.0,,,,,,,,,214644.0,,,,,,,,,,,,,,,0.0,,,0.0,149154.0,,,,,,265.0,,,,0.0,,0.0,4.0,,,,,,8.0,9072000.0,1732212.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,10722040.0,,,,,,,6.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,tr0gUH7ejg,RO12,,taul,1K8T,PbOJ,jCepSrJ,bGUqwlz,,,BGAR,9_Y1,m_h1,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAja5EA,8JTE,UYBR,FzaX,Oy_RPEi,oslk,FS4qjNq,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,,0
,,,,,791.0,7.0,,,,,,5956.0,,,,,,,,120.0,150.0,,0.0,0.0,,,186.64,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,2.007904,,,,,,,,27.0,,,,,,,3.0,144,112.0,,5529600.0,,0.0,,,161776.8,,0.0,,0.0,,,,,,,,,84807.0,,,,,,,,,,,,,,,32.0,,,64.0,89369.6,,,,,,490.0,,,,0.0,,369.0,14.0,,,,,,0.0,9504000.0,0.0,,,,,,1010.0,,,0.0,54.0,,,,,0.0,,,,10368000.0,,,,,,,44.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,348.0,,,8Knvyx875g,2Knk1KF,SEuy,taul,1K8T,lK27,PyebXKa,_03xtaMIkZsn1,ExpHjh7,smXZ,952t,9_Y1,MBhA,VpdQ,hzlB,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,hIi1k9E,,XTbPUYD,j6nf,UYBR,FzaX,ZS8OtFs,oslk,e2t7A2G,LM8l689qOp,,kG3k,WqMG,RAYp,55YFVY9,am7c,,0
,,,,,1232.0,7.0,,,,,,672.0,,,,,,,,260.0,325.0,,8.0,176.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.909848,,,,,,,,9.0,,,,,,,3.0,138,91.0,,411816.0,,0.0,,,9111.54,,10.0,,20.0,,,,,,,,,79134.0,,,,,,,,,,,,,,,88.0,,,56.0,-2837.284,,,,,,830.0,,,,0.0,,86733.0,,,,,,,0.0,347130.0,90040.0,,,,,,2775.0,,,0.0,27.0,,,,,314615.0,,,,729036.0,,,,,,,48.0,,,97692.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,64nWq69R_D,2Knk1KF,SEuy,taul,1K8T,ssAy,PHNvXy8,GVWDufEPyV,ekV_5bJ,smXZ,9fqn,9_Y1,0A_v,VpdQ,hAFG,NKv3VA1BpP,kIsH,,uKAI,L84s,Ie_5MZs,,kG7N5Qf,,CWNY2py,AtS5,UYBR,FzaX,UF16siJ,zCkv,APgdzOv,LM8l689qOp,,kG3k,PM2D,6fzt,Zy3gnGM,am7c,,0
,,,,,210.0,0.0,,,,,,0.0,,,,,,,,28.0,35.0,,0.0,0.0,,,186.64,,,,,,,0.0,,,4161360.0,,,,,,0.0,,,,,,,,,,,,,0.1559496,,,,,,,,9.0,,,,,,,3.0,22,0.0,,13000.0,,0.0,,,197849.7,,10.0,,0.0,,,,,,,,,430224.0,,,,,,,,,,,,,,,16.0,,,8.0,448536.0,,,,,,295.0,,,,18.0,,0.0,4.0,,,,,,0.0,1825785.0,0.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,6661720.0,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,234.0,,,YddTmBtueT,e6CkoqApVR,,taul,1K8T,TyGl,AIO9x15,I1sqWRxUAv,,,2sVz,9_Y1,47ra,sJzTlal,43pnToF,Kxdu,kIsH,,uKAI,L84s,9pUnzWLbztKTo,,,,kq0DF8a,TtfA,cJvF,FzaX,iokiSQE,zCkv,hYsWQhn,LM8l689qOp,,,rgKb,6fzt,F2FcTt7IdMT_v,,,0
16.0,,,,,,,,48.0,,,128.0,,,,,,,,,,,,,,,,,2.0,20.0,,,,,,,,,,,7.0,,,,,,0.0,,,0.0,,,0.0,,,,4.273232,112720.0,,,,72.0,108.0,3227.13,,96.0,,,,,,,4,,,,72.0,,,,,,,,,30886.0,7.0,,,0.0,,,,,,,,20228.0,,0.0,,,,,,,,9700.0,,6.0,,,-3171804.0,,,0.0,,,,,8.0,,,,,-20.0,,,0.0,,0.0,,,,,45248.6,0.0,,,,,0.0,,,,,,,,,,,,1902368.0,,168.0,,,,,,,,,,,,399.52,,,,,,,,,,,,3800881.0,,,,,,12.0,10.0,,336.0,,,N_vrjIXt5a,RO12,,taul,1K8T,hoa9,Pd7nr2P,26yE7ccErl,,,zff9,9_Y1,nr0d,VpdQ,,me75fM6ugJ,sBgB,,uKAI,Mtgm,NhsEn4L,,,eGzu,7WwCtIM,SGg1,cJvF,FzaX,2DUfql_,oslk,nLp2Oqu,LM8l689qOp,,,5Acm,RAYp,F2FyR07IdsN7I,,,0
,,,,,469.0,,,,,,,,,,,,,,,80.0,100.0,,0.0,80.0,,,166.56,,,,,,,0.0,,,20586.0,,,,,,0.0,,,,,,,,,,,,,4.411024,,,,,,,,,,,,,,,,30,,,204976.0,,0.0,,,43229.1,,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,24.0,195011.6,,,,,,330.0,,,,6.0,,,6.0,,,,,,0.0,569730.0,362620.0,,,,,,,,,0.0,0.0,,,,,0.0,,,,1445480.0,,,,,,,6.0,,,222366.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,GcUt0G8rTN,AERks4l,,taul,1K8T,2Ix5,4ETVx1l,hOpMh7dRpW,,,jQXC,9_Y1,e7QV,09_Q,IYzP,GjJ35utlTa_GNSvxxpb9ju,kIsH,,uKAI,L84s,JBfYVit4g8,,,,uZLz8Sc,oQGz,UYBR,FzaX,hFpcZnC,Al6ZaUT,M5oq6g3,LM8l689qOp,,,fKCe,02N6s8f,xwM2aC7IdeMC0,,,0
,,,,,483.0,14.0,,,,,,200.0,,,,,,,,132.0,165.0,,2.0,40.0,,,323.84,,,,,,,0.0,,,4755396.0,,,,,,0.0,,,,,,,,,,,,,2.835078,,,,,,,,18.0,,,,,,,6.0,52,21.0,,3170432.0,,0.0,,,103612.2,,10.0,,2.0,,,,,,,,,130497.0,,,,,,,,,,,,,,,32.0,,,40.0,39438.44,,,,,,495.0,,,,60.0,,5436.0,,,,,,,0.0,3962720.0,702590.0,,,,,,1190.0,,,0.0,9.0,,,,,554841.0,,,,10281880.0,,,,,,,20.0,,,475554.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,AhzOj17IEC,RO12,,taul,1K8T,EJC9,cnWs43J,V_KR_LD,cn3TzNy,,SVvG,9_Y1,eQTr,VpdQ,Tkho,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,RQLNPoj,,kq0n8Bj,cNKl,cJvF,FzaX,FgkjbzC,oslk,5gSwS9i,LM8l689qOp,,ELof,7aLG,RAYp,F2FyR07IdsN7I,mj86,,0
,,,,,777.0,7.0,,,,,,36.0,,,,,,,,120.0,150.0,,0.0,160.0,,,166.56,,,,,,,0.0,,,25536.0,,,,,,0.0,,,,,,,,,,,,,4.351848,,,,,,,,9.0,,,,,,,3.0,38,14.0,,151640.0,,0.0,,,41586.3,,5.0,,6.0,,,,,,,,,39720.0,,,,,,,,,,,,,,,0.0,,,8.0,-60678.0,,,,,,510.0,,,,12.0,,47880.0,,,,,,,0.0,273150.0,488540.0,,,,,,85.0,,,0.0,0.0,,,,,0.0,,,,1526180.0,,,,,,,6.0,,,22782.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,4e7gUH7IEC,RO12,,taul,1K8T,TyGl,lUpdCrr,aXPHXVS,,,umg2,9_Y1,m_h1,sJzTlal,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,7Ww_Xqy,8JTE,UYBR,FzaX,t39OtFs,oslk,G9lTL5Q,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,,1
,,,,,3150.0,7.0,,,,,,5396.0,,,,,,,,736.0,920.0,,12.0,296.0,,,259.12,,,,,,,0.0,,,294.0,,,,,,0.0,,,,,,,3578.16,,,,,,6.138005,,,,,,,,9.0,,,,,,,,154,336.0,,24944.0,,9.0,,,474.129,,20.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,184.0,-811900.0,,,,,,2785.0,,,,12.0,,3600.0,4.0,,,,,,40.0,99765.0,6140.0,,,,,,545.0,,,0.0,0.0,,,,,7224.0,,,,113092.0,,,,,,,214.0,,,7992.0,,,,,,,,,,0.0,,,,,,,,14.0,,,,,,,,348.0,,,EsYq9aX0Db,2Knk1KF,,taul,1K8T,4fje,r6ox19i,YQcPlrpk3ptPA,EvCctr3,,4TBv,9_Y1,Y9Bl,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,3X_RQLX,,XTbPUYD,sivc,cJvF,,xlbvdH_,oslk,LsfEVaf,,,ELof,uWr3,RAYp,TCU50_Yjmm6GIBZ0lL_,am7c,,0
